"grid","census_date","year","reflo","locx","locy","squirrel_id"
"KL",2006-05-15,2006,"F3","E.7","2.8",7083
"KL",2006-05-15,2006,"G3.","G.0","3.5",7083
"KL",2006-05-15,2006,"L10","K.9","9.8",7092
"KL",2006-05-15,2006,"K.0.","K.6","0.4",7106
"KL",2006-05-15,2006,"L.0.","L.1","0.5",7106
"KL",2006-05-15,2006,"L.1","L.5","0.9",7106
"KL",2006-05-15,2006,"-6.8","-6.5","8.0",7115
"KL",2006-05-15,2006,"-712","-7.0","12.0",7116
"KL",2006-05-15,2006,"B7.","B.0","7.5",7118
"KL",2006-05-15,2006,"0.6.","0.5","6.7",7118
"KL",2006-05-15,2006,"0.5.","0.3","5.7",7118
"KL",2006-05-15,2006,"7","0.0","6.9",7118
"KL",2006-05-15,2006,"-1.8.","-1.5","8.5",7118
"KL",2006-05-15,2006,"A.3.","A.3","3.5",7124
"KL",2006-05-15,2006,"B3.","B.3","3.3",7124
"KL",2006-05-15,2006,"A.7","A.5","7.0",7125
"KL",2006-05-15,2006,"B8.","B.0","8.5",7125
"KL",2006-05-15,2006,"C.9.","C.5","9.5",7125
"KL",2006-05-15,2006,"C8.","C.0","8.3",7125
"KL",2006-05-15,2006,"M14","L.8","13.9",7136
"KL",2006-05-15,2006,"I.15.","I.4","15.7",7148
"KL",2006-05-15,2006,"J16","J.0","16.0",7148
"KL",2006-05-15,2006,"F.19.","F.4","19.7",7149
"KL",2006-05-15,2006,"F18.","F.0","18.6",7149
"KL",2006-05-15,2006,"-77","-7.0","7.0",7166
"KL",2006-05-15,2006,"F.-.5","F.5","0.1",7177
"KL",2006-05-15,2006,"F.0.","F.8","0.7",7177
"KL",2006-05-15,2006,"H1","H.0","0.8",7177
"KL",2006-05-15,2006,"B15","B.1","15.0",7199
"KL",2006-05-15,2006,"B15.","B.1","15.5",7199
"KL",2006-05-15,2006,"O.2","O.5","2.0",7201
"KL",2006-05-15,2006,"O.2.","O.3","2.5",7201
"KL",2006-05-15,2006,"-53","-5.0","3.5",7272
"KL",2006-05-15,2006,"-410","-4.5","10.5",7291
"KL",2006-05-15,2006,"J14","J.0","14.0",7311
"KL",2006-05-15,2006,"B2","A.9","2.0",7376
"KL",2006-05-15,2006,"L8","L.0","8.0",7390
"KL",2006-05-15,2006,"M.9.","M.3","8.8",7390
"KL",2006-05-15,2006,"N9","M.5","7.8",7390
"KL",2006-05-15,2006,"H6","H.3","6.2",7392
"KL",2006-05-15,2006,"-2.5","-2.5","5.1",7412
"KL",2006-05-15,2006,"-2.5.","-2.3","5.3",7412
"KL",2006-05-15,2006,"A15","A.0","15.0",7437
"KL",2006-05-15,2006,"B.13.","B.3","13.7",7437
"KL",2006-05-15,2006,"-1.1.","-1.6","1.5",7451
"KL",2006-05-15,2006,"K.15","K.6","15.1",7603
"KL",2006-05-15,2006,"L.15","L.6","15.0",7603
"KL",2006-05-15,2006,"L.12","L.3","12.1",7657
"KL",2006-05-15,2006,"M.12.","M.6","12.4",7657
"KL",2006-05-15,2006,"M12.","M.1","12.5",7657
"KL",2006-05-15,2006,"G5","G.0","5.0",7664
"KL",2006-05-15,2006,"G5.","G.3","5.3",7664
"KL",2006-05-15,2006,"H.4","H.5","4.0",7664
"KL",2006-05-15,2006,"H4.","H.0","4.5",7664
"KL",2006-05-15,2006,"H15","H.0","15.0",7704
"KL",2006-05-15,2006,"C.19","C.5","19.0",7796
"KL",2006-05-15,2006,"D19.","D.0","19.5",7796
"KL",2006-05-15,2006,"C5","C.0","5.0",7827
"KL",2006-05-15,2006,"D3.","D.0","3.5",7827
"KL",2006-05-15,2006,"E2.","E.0","2.5",7827
"KL",2006-05-15,2006,"E4","E.0","3.5",7827
"KL",2006-05-15,2006,"-312","-3.0","12.5",7828
"KL",2006-05-15,2006,"-212","-2.0","12.3",7828
"KL",2006-05-15,2006,"F16","F.0","15.8",7829
"KL",2006-05-15,2006,"F17","F.0","17.0",7829
"KL",2006-05-15,2006,"G16","G.9","16.0",7829
"KL",2006-05-15,2006,"E14.","E.0","14.6",7830
"KL",2006-05-15,2006,"M.0.","M.5","0.5",7833
"KL",2006-05-15,2006,"M.1.","M.4","1.5",7833
"KL",2006-05-15,2006,"E13","E.2","13.0",7835
"KL",2006-05-15,2006,"E.6.","E.4","6.4",7836
"KL",2006-05-15,2006,"F.6.","F.8","6.9",7836
"KL",2006-05-15,2006,"F6.","F.0","6.5",7836
"KL",2006-05-15,2006,"N.2.","N.4","2.4",7837
"KL",2006-05-15,2006,"F9","F.0","9.0",7838
"KL",2006-05-15,2006,"A8","A.0","8.0",7839
"KL",2006-05-15,2006,"9","0.0","9.0",7839
"KL",2006-05-15,2006,"G.10.","G.1","10.5",7842
"KL",2006-05-15,2006,"G.11","G.5","11.0",7842
"KL",2006-05-15,2006,"J.19","J.7","19.0",7873
"KL",2006-05-15,2006,"A5.","A.0","5.5",7886
"KL",2006-05-15,2006,"B.5.","B.4","5.5",7886
"KL",2006-05-15,2006,"C6.","B.8","6.6",7886
"KL",2006-05-15,2006,"-414","-4.4","14.0",7894
"KL",2006-05-15,2006,"C.2.","C.4","1.9",7897
"KL",2006-05-15,2006,"C2.","C.0","2.5",7897
"KL",2006-05-15,2006,"-79","-7.0","9.0",7935
"KL",2006-05-15,2006,"J.9","J.2","9.0",8036
"KL",2006-05-15,2006,"B.10.","B.6","10.5",8277
"KL",2006-05-15,2006,"J11","J.1","11.0",8330
"KL",2006-05-15,2006,"-310","-3.0","10.0",8571
"KL",2006-05-15,2006,"-63","-6.0","3.0",8572
"KL",2006-05-15,2006,"I11.","H.3","11.6",8574
"KL",2006-05-15,2006,"D.8.","D.7","8.5",8576
"KL",2006-05-15,2006,"D8.","C.9","8.2",8576
"KL",2006-05-15,2006,"H11","H.1","11.1",8582
"KL",2006-05-15,2006,"H11.","H.1","11.3",8582
"KL",2006-05-15,2006,"I10.","H.6","10.3",8582
"KL",2006-05-15,2006,"I11","H.8","10.9",8582
"KL",2006-05-15,2006,"-613","-6.0","13.0",8592
"KL",2006-05-15,2006,"H12","H.0","12.0",8609
"KL",2006-05-15,2006,"I17.","I.0","17.3",8619
"KL",2006-05-15,2006,"I18","I.0","18.1",8619
"KL",2006-05-15,2006,"K.17","K.8","17.0",8648
"KL",2006-05-15,2006,"J.6.","J.3","6.5",8703
"KL",2006-05-15,2006,"K6","K.0","6.2",8703
"KL",2006-05-15,2006,"A.10","A.5","9.9",8727
"KL",2006-05-15,2006,"A10.","A.1","10.5",8727
"KL",2006-05-15,2006,"0.1","0.0","10.0",8727
"KL",2006-05-15,2006,"-512","-5.0","12.0",8728
"KL",2006-05-15,2006,"-27","-2.0","6.7",8729
"KL",2006-05-15,2006,"C.7","C.6","7.0",8730
"KL",2006-05-15,2006,"D7","D.0","7.0",8730
"KL",2006-05-15,2006,"A.13.","A.7","13.4",8733
"KL",2006-05-15,2006,"B13","B.0","13.0",8733
"KL",2006-05-15,2006,"C13","C.0","13.0",8733
"KL",2006-05-15,2006,"K.11","K.2","10.7",8745
"KL",2006-05-15,2006,"L11","K.6","10.5",8745
"KL",2006-05-15,2006,"E1","E.0","1.3",10121
"KL",2006-05-15,2006,"F1","F.0","0.7",10121
"KL",2006-05-15,2006,"F1.","F.0","1.5",10121
"KL",2006-05-15,2006,"O1","O.0","1.0",10131
"KL",2006-05-15,2006,"P1","P.1","0.5",10131
"KL",2006-05-15,2006,"Q2","Q.0","2.0",10131
"KL",2006-05-15,2006,"-38","-3.0","8.0",10136
"KL",2006-05-15,2006,"-14","-1.0","4.0",10137
"KL",2006-05-15,2006,"-2.4.","-2.6","4.5",10137
"KL",2006-05-15,2006,"C14","C.0","14.0",10138
"KL",2006-05-15,2006,"D15","C.7","14.8",10138
"KL",2006-05-15,2006,"E9.","E.0","9.5",10140
"KL",2006-05-15,2006,"G.9.","G.4","9.5",10140
"KL",2006-05-15,2006,"G12","G.9","11.9",10140
"KL",2006-05-15,2006,"F.20.","F.5","20.5",10145
"KL",2006-05-15,2006,"G20.","F.7","20.5",10145
"KL",2006-05-15,2006,"-5.11","-5.5","11.5",10146
"KL",2006-05-15,2006,"-89","-8.0","9.0",10153
"KL",2006-05-15,2006,"F.21","G.1","21.3",10161
"KL",2006-05-15,2006,"I.20.","I.6","20.3",10161
"KL",2006-05-15,2006,"A4.","A.0","4.5",10176
"KL",2006-05-15,2006,"0.4","0.2","4.0",10176
"KL",2006-05-15,2006,"4","0.0","4.7",10176
"KL",2006-05-15,2006,"5","0.1","5.5",10176
"KL",2006-05-15,2006,"-1.6","-1.2","5.9",10176
"KL",2006-05-15,2006,"G.6","G.5","6.0",10177
"KL",2006-05-15,2006,"G.6.","G.4","5.0",10177
"KL",2006-05-15,2006,"E11","D.9","10.9",10178
"KL",2006-05-15,2006,"I.1","I.5","1.0",10181
"KL",2006-05-15,2006,"I.2","I.5","1.8",10181
"KL",2006-05-15,2006,"J.0.","J.5","0.3",10181
"KL",2006-05-15,2006,"J0.","J.0","0.5",10181
"KL",2006-05-15,2006,"J1","J.0","1.0",10181
"KL",2006-05-15,2006,"J2","J.0","2.0",10181
"KL",2006-05-15,2006,"M.15","M.7","14.9",10182
"KL",2006-05-15,2006,"G.1.","G.3","1.5",10183
"KL",2006-05-15,2006,"-21","-1.9","1.0",10184
"KL",2006-05-15,2006,"-3.2","-2.5","1.6",10184
"KL",2006-05-15,2006,"I.5.","I.3","5.6",10192
"KL",2006-05-15,2006,"I5","I.2","4.9",10192
"KL",2006-05-15,2006,"J5","J.0","5.0",10192
"KL",2006-05-15,2006,"E.8.","E.4","8.5",10275
"KL",2006-05-15,2006,"F8","F.2","8.0",10275
"KL",2006-05-15,2006,"J.7.","J.5","7.5",13682
"KL",2006-05-15,2006,"K7.","K.0","7.5",13682
"SU",2006-05-15,2006,"Q7","Q.3","7.0",6551
"SU",2006-05-15,2006,"F4","E.7","4.2",6559
"SU",2006-05-15,2006,"G5.","G.2","5.5",6559
"SU",2006-05-15,2006,"S.2","S.6","2.1",6649
"SU",2006-05-15,2006,"S1","S.3","1.1",6649
"SU",2006-05-15,2006,"-37","-3.0","7.0",6752
"SU",2006-05-15,2006,"-36","-3.0","6.0",6752
"SU",2006-05-15,2006,"-0.5.","-0.5","5.5",6752
"SU",2006-05-15,2006,"T11","S.7","11.1",6790
"SU",2006-05-15,2006,"Q3.","Q.1","3.2",6798
"SU",2006-05-15,2006,"Q4","Q.0","4.0",6798
"SU",2006-05-15,2006,"L5.","L.2","5.4",6832
"SU",2006-05-15,2006,"L.12","L.5","12.0",6837
"SU",2006-05-15,2006,"I1.","H.7","1.9",6841
"SU",2006-05-15,2006,"I2.","I.3","2.3",6841
"SU",2006-05-15,2006,"I4","I.3","3.8",6844
"SU",2006-05-15,2006,"J3.","J.0","3.5",6844
"SU",2006-05-15,2006,"C11.","C.0","11.3",6860
"SU",2006-05-15,2006,"C12","C.2","11.9",6860
"SU",2006-05-15,2006,"C13","B.8","12.9",6860
"SU",2006-05-15,2006,"F12","F.0","12.1",6860
"SU",2006-05-15,2006,"O.10.","O.8","10.7",6942
"SU",2006-05-15,2006,"O.12.","O.6","12.0",6942
"SU",2006-05-15,2006,"O11","O.0","11.0",6942
"SU",2006-05-15,2006,"K.15","K.4","15.0",6954
"SU",2006-05-15,2006,"-31","-3.0","1.0",6960
"SU",2006-05-15,2006,"-117","-0.9","17.0",7022
"SU",2006-05-15,2006,"-3.17.","-3.3","17.3",7024
"SU",2006-05-15,2006,"-315","-3.0","15.7",7025
"SU",2006-05-15,2006,"U1","U.0","1.2",7043
"SU",2006-05-15,2006,"A.6.","A.5","6.6",7056
"SU",2006-05-15,2006,"A6","0.7","6.0",7056
"SU",2006-05-15,2006,"A.4.","A.4","4.7",7057
"SU",2006-05-15,2006,"A.5.","A.5","5.5",7057
"SU",2006-05-15,2006,"B.4.","B.4","4.7",7060
"SU",2006-05-15,2006,"B.6","B.8","6.1",7060
"SU",2006-05-15,2006,"C.5","C.5","5.2",7060
"SU",2006-05-15,2006,"D4","D.0","4.0",7060
"SU",2006-05-15,2006,"R.2","R.5","2.0",7068
"SU",2006-05-15,2006,"U.2.","U.4","2.6",7073
"SU",2006-05-15,2006,"U3","U.2","3.0",7073
"SU",2006-05-15,2006,"F.0.","F.6","0.5",7074
"SU",2006-05-15,2006,"F.1","F.5","1.2",7074
"SU",2006-05-15,2006,"G.1","G.5","1.2",7074
"SU",2006-05-15,2006,"T3","T.1","3.0",7075
"SU",2006-05-15,2006,"M4.","M.0","4.5",7076
"SU",2006-05-15,2006,"A3","A.3","3.0",7087
"SU",2006-05-15,2006,"B.3","B.0","3.0",7087
"SU",2006-05-15,2006,"B.10.","B.6","10.7",7088
"SU",2006-05-15,2006,"B11.","B.0","11.7",7088
"SU",2006-05-15,2006,"C.10","C.4","10.2",7088
"SU",2006-05-15,2006,"K.3","K.5","3.0",7089
"SU",2006-05-15,2006,"L3","K.9","2.9",7089
"SU",2006-05-15,2006,"E.6","E.3","6.2",7090
"SU",2006-05-15,2006,"F7","F.0","7.0",7096
"SU",2006-05-15,2006,"G7","G.0","7.1",7096
"SU",2006-05-15,2006,"G8","F.9","8.1",7096
"SU",2006-05-15,2006,"H.12","H.5","12.0",7117
"SU",2006-05-15,2006,"H12.","H.0","12.5",7117
"SU",2006-05-15,2006,"B6","A.8","5.7",7134
"SU",2006-05-15,2006,"B.15","B.5","15.0",7135
"SU",2006-05-15,2006,"C.15.","C.2","15.7",7135
"SU",2006-05-15,2006,"D15","D.1","14.8",7135
"SU",2006-05-15,2006,"N.4.","N.5","4.6",7138
"SU",2006-05-15,2006,"N4","M.8","3.9",7138
"SU",2006-05-15,2006,"S4","S.0","4.0",7172
"SU",2006-05-15,2006,"T.4","T.6","4.2",7172
"SU",2006-05-15,2006,"E1","E.0","0.7",7193
"SU",2006-05-15,2006,"M2","M.1","2.0",7209
"SU",2006-05-15,2006,"O1.","O.0","1.7",7209
"SU",2006-05-15,2006,"O2.","N.9","2.2",7209
"SU",2006-05-15,2006,"C.4","C.4","4.0",7247
"SU",2006-05-15,2006,"E.4.","E.4","4.5",7247
"SU",2006-05-15,2006,"-1.2.","-1.7","2.3",7249
"SU",2006-05-15,2006,"C.6","C.3","6.5",7250
"SU",2006-05-15,2006,"C.6.","C.7","6.4",7250
"SU",2006-05-15,2006,"C.8.","C.3","8.3",7250
"SU",2006-05-15,2006,"D5.","D.4","5.4",7250
"SU",2006-05-15,2006,"E7","D.9","7.0",7250
"SU",2006-05-15,2006,"J1","I.9","1.0",7278
"SU",2006-05-15,2006,"A8","A.0","8.0",7306
"SU",2006-05-15,2006,"B7.","B.2","7.6",7306
"SU",2006-05-15,2006,"B.1","B.5","1.2",7307
"SU",2006-05-15,2006,"B1.","B.0","1.5",7307
"SU",2006-05-15,2006,"C.1","C.4","1.1",7307
"SU",2006-05-15,2006,"N.6","N.8","6.1",7312
"SU",2006-05-15,2006,"N5.","N.0","5.5",7312
"SU",2006-05-15,2006,"N6","M.8","6.0",7312
"SU",2006-05-15,2006,"O5","O.0","5.0",7312
"SU",2006-05-15,2006,"O6","O.2","5.7",7312
"SU",2006-05-15,2006,"P8.","P.0","8.5",7342
"SU",2006-05-15,2006,"Q9","Q.0","8.9",7342
"SU",2006-05-15,2006,"Q.6","Q.8","6.0",7353
"SU",2006-05-15,2006,"Q11","Q.1","10.8",7385
"SU",2006-05-15,2006,"R11","Q.8","10.8",7385
"SU",2006-05-15,2006,"L.7","L.7","6.4",7387
"SU",2006-05-15,2006,"T6","T.1","6.0",7546
"SU",2006-05-15,2006,"T6.","T.0","6.8",7546
"SU",2006-05-15,2006,"N.11","N.6","11.2",7553
"SU",2006-05-15,2006,"N11","N.0","11.0",7553
"SU",2006-05-15,2006,"D.10","D.4","10.1",7575
"SU",2006-05-15,2006,"D10.","D.0","10.5",7575
"SU",2006-05-15,2006,"E10.","D.9","10.5",7575
"SU",2006-05-15,2006,"E9.","E.1","9.5",7575
"SU",2006-05-15,2006,"S6","S.2","5.7",7584
"SU",2006-05-15,2006,"S6.","R.5","6.3",7584
"SU",2006-05-15,2006,"S7","S.0","7.0",7584
"SU",2006-05-15,2006,"G10.","G.0","10.4",7636
"SU",2006-05-15,2006,"H.10.","H.5","10.5",7636
"SU",2006-05-15,2006,"M.12.","M.8","12.7",7643
"SU",2006-05-15,2006,"F9.","F.0","9.6",7727
"SU",2006-05-15,2006,"G.9","G.5","9.0",7727
"SU",2006-05-15,2006,"G9.","G.0","9.3",7727
"SU",2006-05-15,2006,"U5.","T.9","5.4",7768
"SU",2006-05-15,2006,"P3","O.9","3.0",7818
"SU",2006-05-15,2006,"O9","O.0","8.9",7819
"SU",2006-05-15,2006,"M.8","M.7","8.0",7831
"SU",2006-05-15,2006,"N9","N.0","9.0",7831
"SU",2006-05-15,2006,"B.9.","B.3","9.5",7846
"SU",2006-05-15,2006,"C9","C.1","9.0",7846
"SU",2006-05-15,2006,"C9.","C.1","9.3",7846
"SU",2006-05-15,2006,"H.7.","H.4","7.3",7847
"SU",2006-05-15,2006,"H.9","H.6","8.8",7847
"SU",2006-05-15,2006,"B.18","B.3","17.8",7874
"SU",2006-05-15,2006,"C18","B.8","18.1",7874
"SU",2006-05-15,2006,"E.1.","E.3","1.5",7884
"SU",2006-05-15,2006,"F2","F.0","1.8",7884
"SU",2006-05-15,2006,"F1.","F.0","1.5",7915
"SU",2006-05-15,2006,"H.9.","H.7","9.8",7926
"SU",2006-05-15,2006,"T.7.","T.5","7.5",7950
"SU",2006-05-15,2006,"G.14.","G.5","14.5",8048
"SU",2006-05-15,2006,"H.14","H.6","14.0",8048
"SU",2006-05-15,2006,"I14.","I.0","14.5",8048
"SU",2006-05-15,2006,"N7.","M.9","7.5",8321
"SU",2006-05-15,2006,"M10.","M.1","10.5",8398
"SU",2006-05-15,2006,"J.4","J.5","4.2",8443
"SU",2006-05-15,2006,"K.4.","K.7","4.3",8443
"SU",2006-05-15,2006,"K2.","J.9","2.8",8443
"SU",2006-05-15,2006,"K3.","J.8","3.4",8443
"SU",2006-05-15,2006,"K4","K.0","4.0",8443
"SU",2006-05-15,2006,"-219","-1.7","19.2",8513
"SU",2006-05-15,2006,"-119","-1.0","19.0",8513
"SU",2006-05-15,2006,"-2.2","-2.6","20.3",8513
"SU",2006-05-15,2006,"-2.19","-2.5","19.2",8513
"SU",2006-05-15,2006,"-2.18.","-1.2","18.5",8513
"SU",2006-05-15,2006,"S8","S.0","7.9",8579
"SU",2006-05-15,2006,"L10","L.9","10.0",8580
"SU",2006-05-15,2006,"L10.","L.0","10.5",8580
"SU",2006-05-15,2006,"G3","G.0","2.8",8591
"SU",2006-05-15,2006,"Q.1","Q.5","1.6",8817
"SU",2006-05-15,2006,"H.5","H.6","5.1",10114
"SU",2006-05-15,2006,"I6","I.1","6.4",10114
"SU",2006-05-15,2006,"U.7","U.5","7.0",10116
"SU",2006-05-15,2006,"D7.","D.0","7.7",10120
"SU",2006-05-15,2006,"D9","D.0","8.8",10120
"SU",2006-05-15,2006,"D9.","D.1","9.4",10120
"SU",2006-05-15,2006,"D.2.","D.5","2.4",10132
"SU",2006-05-15,2006,"D3","D.0","3.0",10132
"SU",2006-05-15,2006,"E3.","E.1","3.4",10132
"SU",2006-05-15,2006,"A.1","A.4","0.1",10133
"SU",2006-05-15,2006,"0.2","0.6","1.3",10133
"SU",2006-05-15,2006,"-0.2.","-0.2","2.6",10133
"SU",2006-05-15,2006,"A.1.","A.6","1.6",10133
"SU",2006-05-15,2006,"M7","M.0","7.0",10134
"SU",2006-05-15,2006,"J8","J.0","8.1",10135
"SU",2006-05-15,2006,"J9","J.1","9.2",10135
"SU",2006-05-15,2006,"K6.","K.0","6.5",10135
"SU",2006-05-15,2006,"R3","R.0","3.0",10139
"SU",2006-05-15,2006,"R4","R.0","4.0",10139
"SU",2006-05-15,2006,"S5","R.8","5.2",10139
"SU",2006-05-15,2006,"B.8.","B.4","8.4",10141
"SU",2006-05-15,2006,"P6","P.1","6.0",10141
"SU",2006-05-15,2006,"J.10.","J.7","10.9",10160
"SU",2006-05-15,2006,"J11","J.2","11.2",10160
"SU",2006-05-15,2006,"R8","R.0","8.1",10185
"SU",2006-05-15,2006,"K.7.","K.7","7.5",10191
"SU",2006-05-15,2006,"K.8","K.5","8.0",10191
"SU",2006-05-15,2006,"L.8.","L.5","8.5",10191
"SU",2006-05-15,2006,"P5","P.3","5.0",10220
"SU",2006-05-15,2006,"K.1","K.3","1.0",10786
"SU",2006-05-15,2006,"K1","K.0","1.0",10786
"SU",2006-05-15,2006,"K1.","K.0","1.7",10786
"SU",2006-05-15,2006,"L.1","L.4","1.0",10786
"SU",2006-05-15,2006,"L1","L.0","1.0",10786
"SU",2006-05-15,2006,"L1.","L.2","1.7",10786
"CH",2007-05-15,2007,"P.2","P.7","2.1",7152
"CH",2007-05-15,2007,"N2","M.8","2.2",7225
"CH",2007-05-15,2007,"C10.","C.1","10.4",7243
"CH",2007-05-15,2007,"F4","F.2","3.9",7264
"CH",2007-05-15,2007,"O1","N.9","1.2",7265
"CH",2007-05-15,2007,"G.5","G.4","5.2",7299
"CH",2007-05-15,2007,"P16","P.1","16.3",7355
"CH",2007-05-15,2007,"A15","-0.2","15.1",7364
"CH",2007-05-15,2007,"D12.","D.2","12.5",7364
"CH",2007-05-15,2007,"A.1","A.4","1.0",7374
"CH",2007-05-15,2007,"C20","C.1","20.2",7393
"CH",2007-05-15,2007,"E.2","E.4","2.3",7449
"CH",2007-05-15,2007,"J.2.","J.4","2.9",7490
"CH",2007-05-15,2007,"J2.","J.0","2.6",7490
"CH",2007-05-15,2007,"K1.","J.9","1.5",7490
"CH",2007-05-15,2007,"F.11.","F.6","11.8",7491
"CH",2007-05-15,2007,"G.11","G.7","11.2",7491
"CH",2007-05-15,2007,"Q.5.","Q.3","5.4",7570
"CH",2007-05-15,2007,"Q6.","Q.0","6.5",7570
"CH",2007-05-15,2007,"R5.","Q.9","5.6",7570
"CH",2007-05-15,2007,"L6","L.0","5.8",7571
"CH",2007-05-15,2007,"M.7","M.5","7.1",7571
"CH",2007-05-15,2007,"T.17","T.9","17.0",7576
"CH",2007-05-15,2007,"O.9","O.4","8.7",7577
"CH",2007-05-15,2007,"S4","R.8","3.8",7610
"CH",2007-05-15,2007,"S5","S.2","5.3",7610
"CH",2007-05-15,2007,"D19","D.1","18.8",7614
"CH",2007-05-15,2007,"L.13.","L.7","13.8",7628
"CH",2007-05-15,2007,"M.14","M.7","14.2",7628
"CH",2007-05-15,2007,"C.3.","C.5","3.5",7686
"CH",2007-05-15,2007,"K3.","K.1","3.6",7757
"CH",2007-05-15,2007,"O2","O.8","2.2",7765
"CH",2007-05-15,2007,"O4.","O.3","4.6",7765
"CH",2007-05-15,2007,"R13.","R.0","15.3",7786
"CH",2007-05-15,2007,"T10.","S.8","10.5",7786
"CH",2007-05-15,2007,"L11","L.0","11.2",7834
"CH",2007-05-15,2007,"N12","N.0","12.2",7889
"CH",2007-05-15,2007,"D17.","D.2","17.4",8095
"CH",2007-05-15,2007,"O.11","O.5","11.2",8209
"CH",2007-05-15,2007,"S.15.","S.7","15.5",8259
"CH",2007-05-15,2007,"E9","E.0","8.8",8278
"CH",2007-05-15,2007,"F7","F.2","7.0",8278
"CH",2007-05-15,2007,"B16.","B.2","16.7",8298
"CH",2007-05-15,2007,"J.10.","J.3","10.8",8306
"CH",2007-05-15,2007,"O.13.","O.6","15.7",8362
"CH",2007-05-15,2007,"L.4","L.4","4.0",8370
"CH",2007-05-15,2007,"D.16","D.3","16.0",8407
"CH",2007-05-15,2007,"A.18","A.5","18.1",8417
"CH",2007-05-15,2007,"R7.","R.2","7.5",8462
"CH",2007-05-15,2007,"T7.","T.2","7.2",8462
"CH",2007-05-15,2007,"T9","S.8","8.8",8462
"CH",2007-05-15,2007,"F0","F.0","0.3",8476
"CH",2007-05-15,2007,"G.0","G.7","0.1",8476
"CH",2007-05-15,2007,"I0","I.0","0.1",8476
"CH",2007-05-15,2007,"Q20","Q.1","20.3",8505
"CH",2007-05-15,2007,"A.3.","A.4","3.3",8569
"CH",2007-05-15,2007,"C.13.","C.7","13.7",8575
"CH",2007-05-15,2007,"C.14.","C.7","14.6",8575
"CH",2007-05-15,2007,"E15","D.9","15.2",8575
"CH",2007-05-15,2007,"T5","T.1","4.8",8588
"CH",2007-05-15,2007,"P1","P.2","1.3",8589
"CH",2007-05-15,2007,"R0","R.0","0.0",8589
"CH",2007-05-15,2007,"G13.","F.9","13.5",8636
"CH",2007-05-15,2007,"I.6.","I.6","6.5",8641
"CH",2007-05-15,2007,"I7","I.0","6.9",8641
"CH",2007-05-15,2007,"J7.","I.9","7.3",8641
"CH",2007-05-15,2007,"I12","I.0","12.3",8657
"CH",2007-05-15,2007,"C8.","C.2","8.6",8681
"CH",2007-05-15,2007,"R15","R.1","15.4",8692
"CH",2007-05-15,2007,"G.2","G.3","2.2",8693
"CH",2007-05-15,2007,"G.3.","G.6","3.4",8693
"CH",2007-05-15,2007,"I4","I.0","4.0",8693
"CH",2007-05-15,2007,"B1","B.2","1.0",8825
"CH",2007-05-15,2007,"C0","C.0","0.0",8825
"CH",2007-05-15,2007,"E.6","E.6","6.0",10061
"CH",2007-05-15,2007,"F6.","F.2","6.8",10061
"CH",2007-05-15,2007,"D7","C.8","7.0",10065
"CH",2007-05-15,2007,"E1","E.1","1.1",10083
"CH",2007-05-15,2007,"B.5.","B.3","5.6",10086
"CH",2007-05-15,2007,"C.5","C.4","5.0",10086
"CH",2007-05-15,2007,"E.11","E.0","11.0",10105
"CH",2007-05-15,2007,"F10","E.9","10.2",10105
"CH",2007-05-15,2007,"A8","0.5","8.1",10125
"CH",2007-05-15,2007,"A8.","A.0","8.7",10125
"CH",2007-05-15,2007,"B9","B.0","9.0",10125
"CH",2007-05-15,2007,"T0","T.0","-0.2",10157
"CH",2007-05-15,2007,"T1","T.0","1.3",10157
"CH",2007-05-15,2007,"J12","J.0","12.0",10228
"CH",2007-05-15,2007,"H.8.","H.5","8.4",10239
"CH",2007-05-15,2007,"B11","B.0","11.0",10249
"CH",2007-05-15,2007,"T.15","T.9","15.0",10261
"CH",2007-05-15,2007,"I.15","I.7","15.0",10262
"CH",2007-05-15,2007,"K.14.","K.7","14.7",10262
"CH",2007-05-15,2007,"S.12.","S.6","12.5",10264
"CH",2007-05-15,2007,"T.13","J.5","13.1",10264
"CH",2007-05-15,2007,"N10","N.0","10.0",10281
"CH",2007-05-15,2007,"S1","S.0","0.7",10291
"CH",2007-05-15,2007,"L9","L.0","9.2",10316
"CH",2007-05-15,2007,"L.1","L.5","0.9",10693
"CH",2007-05-15,2007,"M.0","M.6","0.0",10693
"CH",2007-05-15,2007,"N0.","N.2","0.5",10713
"CH",2007-05-15,2007,"N1","N.0","16.6",10713
"KL",2007-05-15,2007,"-711","-7.0","11.0",7195
"KL",2007-05-15,2007,"-712","-7.0","12.0",7195
"KL",2007-05-15,2007,"-53","-5.0","3.5",7272
"KL",2007-05-15,2007,"I.15.","I.4","15.7",7311
"KL",2007-05-15,2007,"E4","E.0","3.5",7365
"KL",2007-05-15,2007,"L8","L.0","8.0",7390
"KL",2007-05-15,2007,"H6","H.3","6.2",7392
"KL",2007-05-15,2007,"C.17","C.6","16.9",7426
"KL",2007-05-15,2007,"0.14.","0.5","14.0",7437
"KL",2007-05-15,2007,"15","0.0","15.0",7437
"KL",2007-05-15,2007,"-1.1.","-1.6","1.5",7451
"KL",2007-05-15,2007,"F.20.","F.5","20.5",7526
"KL",2007-05-15,2007,"-5.12.","-5.5","12.8",7565
"KL",2007-05-15,2007,"B15","B.1","15.0",7593
"KL",2007-05-15,2007,"J14","J.0","14.0",7603
"KL",2007-05-15,2007,"L.15","L.6","15.0",7603
